Offense Code,TDCJ Offense
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,FELONY MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER/LIO
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER/2ND
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,ATT MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,ATT MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,"MURDER,LESSOR INCLUDED"
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,CONSP TO COMMIT MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER WHILE COMMITING FELONY
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER LIO
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER F/1
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,ATT MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,FELONY MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER-SUDDEN PASSION
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER (REPEATER)
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,FELONY MURDER (LESSER INCLUDED O
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,INTENTIONAL MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER AS REPEAT OFFENDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER W/DW
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER.
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,ATT MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER W/DDLY WPN
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,ATTEMPT TO COMMIT MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER-LIO
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER.
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,FELONY MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER W/DW
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER WHILE COMMITTING FELONY
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER/W DDLY WPN
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER FELONY
9990019,MURDER
9990019,MURDER
9990019,MURDER INT CAUSING DEATH
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER.
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER INT CAUSING DEATH
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,CRIM SOLIC TO COMMIT CAP MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER/HAB
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER REPEATER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
9990019,MURDER
