Offense Code,TDCJ Offense
13990025,INTOX MANSLAUGHTER W/VEH
13990025,INTOXICATION MANSLAUGHTER
13990025,INTOXIC MANSLAUGHTER
13990025,INTOX MANSLAUGHTER
13990025,INTOX MANSLAUGHTER
13990025,INTOX MANSLAUGHTER
13990025,INTOXICATION MANSLAUGHTER W/VEH
13990025,INTOX MANSLAUGHTER
13990025,INTOXICATION MANSLAUGHTER
13990025,INTOXICATION MANSLAUGHTER
13990025,INTOX MANSLAUGHTER W/VEH
13990025,INTOX MANSLAUGHTER W/VEH
13990026,RETALIATION
13990026,OBSTRUCTION OR RETALIATION
13990026,RETALIATION
13990026,RETALIATION/REPEAT OFFENDER
13990026,OBSTRUCTION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,OBSTRUCT OR RETALIATION
13990026,RETALIATION
13990026,RETALIATION/HAB
13990026,RETALIATION
13990026,OBSTRUCT RETALIATION
13990026,RETALIATION REP OFFENDER
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,OBSTRUCT/RETALIATE
13990026,RETALIATION HABITUAL
13990026,RETALIATION
13990026,RETALATION
13990026,RETALIATION/OBSTRUCTION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,OBSTRUCTION OR RETALIATION
13990026,RETALIATION
13990026,OBSTRUCT OR RETALIATION
13990026,OBSTRUCTION OR RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,OBSTRUCTION/RETALIATION
13990026,OBST/RETALIATION
13990026,OBSTRUCTION/RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,OBSTRUCTION/RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,OBSTRUCTION/RETALIATION
13990026,OBSTRUCTION OR RETALIATION
13990026,OBSTRUCTION/RETALIATION
13990026,OBSTRUCTION/RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,OBSTRUCT/RETALIATION
13990026,OBSTRUCTION OR RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,OBSTRUCTION/RETALIATION
13990026,RETALIATION-  {ENHANCED}
13990026,RETALIATION
13990026,OBSTRUCTION/RETALIATION
13990026,RETALIATION
13990026,OBSTRUCT/RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION ENHANCED TO FIRST
13990026,RETALIATION
13990026,OBSTRUCTION/RETALIATION
13990026,RETALIATION(HAB)
13990026,OBSTRUCTION
13990026,RETALIATION
13990026,OBSTRUCTION/RETALIATION
13990026,RETALIATION
13990026,OBSTRUCTION OR RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,OBSTRUCTION OR RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION/OBSTRUCTION
13990026,RETALIATION
13990026,RETALIATION/HAB FELON OFFENDER
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,OBSTRUCTION/RETALIATION
13990026,RETALIATION
13990026,OBSTRUCTION/RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,OBSTRUCTION OR RETALIATION
13990026,OBSTRUCTION/RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,OBSTRUCTION/RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,OBSTRUCTION/RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990026,RETALIATION
13990028,ASLT INT S/B/I-CHILD
13990028,ASSLT-PUBLIC SERVANT-SBI
13990029,ASLT ON A PUBLIC SERVANT
13990029,AGG ASLT PUBLIC SERVANT
13990029,ASLT ON CORR OFFICER
13990029,ASSAULT
13990029,ASLT-PUB SERVANT
13990029,ASLT BI PUBLIC SERVANT
13990029,MURDER
13990029,ASSAULT ON PUBLIC SERVANT
13990029,ASLT PUB SER
13990029,ASLT ON A CORR OFFICER
13990029,ASLT ON A PUBLIC SERVANT
13990029,ASSAULT ON A PUBLIC SERVANT
13990029,ASLT PUBLIC SERVANT-BI
13990029,ASLT PUBLIC SERVANT
13990029,ASLT PUBLIC SERVANT
13990029,AGG ASLT ON PUBLIC SERVANT
13990029,ASSAULT ON PUBLIC SERVANT
13990029,ASLT COR OFFICER
13990029,ASLT ON PEACE OFFICER
13990029,AGG ASLT OF A PUBLIC SERVANT
13990029,ASLT PUBLIC SERVANT
13990029,ASLT PUBLIC SERVANT
13990029,ASLT PUB SERV
13990029,ASLT ON A PUBLIC SERVANT
13990029,ASSAULT OF A PUBLIC SERVANT
13990029,ASLT-PUBLIC SERVANT
13990029,ASSAULT ON PUBLIC SERVANT
13990029,ASLT PUB SERV
13990029,ASSAULT-BI-PUBLIC SERVANT
13990029,ASLT ON PUBLIC SERVANT
13990029,AGG ASSLT ON PUBLIC SERVANT
13990029,AGG ASSLT ON PUBLIC SERVANT
13990029,AGG ASLT OF A PUBLIC SERVANT
13990029,ASLT ON A CORRECTIONAL OFF
13990029,ASLT
13990029,ASSAULT SBI-PUBLIC SERVANT
13990029,ASLT PUBLIC SERVANT
13990029,ASLT PUBLIC SERVANT
13990029,ASSLT ON PUBLIC SERVANT
13990029,AGG ASLT W/DDWP PUBLIC SERVANT
13990029,ASSAULT ON A PUBLIC SERVANT
13990029,ASLT PUB SERV
13990029,AGG ASLT P.S.
13990029,ASLT CORR OFFICER
13990029,ASSAULT
13990029,ASLT AGAINST PUBLIC SERVANT
13990029,ASLT PUB SERV
13990029,AGG ASLT ON PUBLIC SERVANT
13990029,ASSLT ON A PUBLIC SERVANT
13990029,ASSAULT ON PUBLIC SERVANT
13990029,ASSAULT ON A PUBLIC SERVANT
13990029,AGG ASLT PUBLIC SERVANT
13990029,ASSAULT ON PUBLIC SERVANT
13990029,ASLT PUBLIC SERVANT
13990029,ASLT PUB SERV W/DW
13990029,ASLT PUB SERV
13990029,ASLT PUB SERV
13990029,ASSAULT ON A CORR OFFICER
13990029,ASSLT
13990029,ASSLT
13990029,ASLT ON PUBLIC SERVANT
13990029,ASLT PUB SERVANT
13990029,ASSAULT PUBLIC SERVANT W/TWO ENH
13990029,ASSLT PUBLIC SERVANT
13990029,ASLT ON PUBLIC SERVANT
13990029,ASLT ON A CORRECTIONAL OFFICER
13990029,ASSAULT
13990029,ASSLT ON PUBLIC SERVANT
13990029,ASSAULT ON PUBLIC SERVANT
13990029,ASLT PUBLIC SERVANT
13990029,ASSLT.ON A PUBLIC SERVANT
13990029,AGG ASLT P.S.
13990029,ASSAULT PUB SERVANT
13990029,ASLT PUBLIC SERVANT
13990029,ASLT PUB SER
13990029,ASLT PUBLIC SERVANT
13990029,ASLT ON PUBLIC SERVANT
13990029,ASLT ON A PUBLIC SERVANT
13990029,ASLT PUBLIC SERVANT
13990029,ASSL TON PUBLIC SERVANT
13990029,ASLT/PUBLIC SERVANT-BI
13990037,ASSAULT-HOUSEHOLD MEMBER
13990037,ASLT CAUSING BI FAM MEM
13990037,ASSAULT
13990037,ASLT-FM
13990037,ASLT B/I.
13990037,ASLT FAMILY VIOLENCE
13990037,AGG ASLT-FM
13990037,ASLT FAMILY VIOLENCE
13990037,ASLT
13990037,ASLT/BI - FAMILY VIOLENCE
13990037,ASSLT/FAMILY MEMBER
13990037,ASLT FAMILY
13990040,RETALIATION
13990040,OBSTRUCT RETALIATION
13990059,ASLT B/I/F/M
13990059,ASLT-FM
13990059,ASLT B/I FAM MEM
13990059,ASLT FAMILY MEMBER/ENH
13990059,ASLT FAM 2ND OFFENSE HAB
13990059,ASLT FAMILY (HABITUAL)
13990059,ASLT CAU BI FAM MEM/HOUSE-PRIOR
13990059,ASLT FAMILY VIOLENCE
13990059,ASLT-BI-FM
13990059,ASLT FAM VIOL
13990059,ASLT FAM VIOL
13990059,ASLT CBI/FAM VIOL
13990059,ASLT CBI FAMILY VIOL
13990059,ASSAULT FAMILY/HOUSEHOLD MEM-2ND
13990059,ASLT FAM VIOL
13990059,ASLT-FAM VIOL
13990059,ASLT FAMILY VIOLENCE
13990059,ASLT FAM VIOL W/PRIOR CONV
13990059,ASLT-FAM MEM
13990059,ASLT FM W/1PRIOR
13990059,ASLT FAMILY
13990059,ASLT FAMILY VIOL-ENHANCED
13990059,ASLT W/INJ-FV
13990059,ASLT FAM MEM
13990059,ASLT FAM VIOLENCE
13990059,ASLT CAUSE BI DATE/FAM VIOL
13990059,ASLT FM
13990059,ASSAULT
13990059,ASLT CBI FAMILY MEMBER
13990059,ASLT BI-FAMILY MEMBER-ENH
13990059,ASLT FAMILY
13990059,ASLT FAM VIOLENCE
13990059,ASLT FM MEMBER/ENH
13990059,ASLT B/I FV ENH/HAB
13990059,ASLT CAUSE BI/PRIOR CONV FV
13990059,ASLT CAUSES BI FAMILY-ENH
13990059,ASLT FAM MEM ENH
13990059,ASLT CBI DATE/FAM/HOUSE
13990059,ASSLT FAM VIOL-ENH
13990059,ASLT BI FAM MEMBER
13990071,ASLT FAM HSE MEM 2/M IN 12M
13990071,CONT ASLT FAMILY VIOLENCE
13990071,CONT FAM VIOL 2L/12M
13990071,ASLT BI FAM HSE MEM W/I 12 MONTH
13990071,ASLT FV CONT
13990071,CONT VIOL AGAINST FAMILY
13990071,CONTINUOUS VIOL AGAINST FA
13990071,ASLT BI FAM/HSEMEM 2+ W/IN 12MTS
13990071,CONT VIOL AGAINST FAM W/I 12M
13990071,CONTINUOUS FAM VIOLENCE
13990071,CONT VIOL AGAINST FAM
13990071,CONTINUOUS VIOL AGAINST FA
13990071,ASLT BI FAM HSE MEM 2+ W/I 12 MO
13990071,CONTINUOUS FAM VIOL
13990071,CONT VIOL AGAINST FAM
13990071,ASLT BI FAM/HSE MEM 2X W/I 12MOS
13990071,ASLT
13990071,CONTINUOUS VIOL AGAINST FAM
13990071,ASLT BI FAM/HSE MEM 2+ W/IN 12MO
13990071,CONTINUOUS VIOL AGAINST THE FAM
13990071,CONTINUOUS VIOL AGAINST FAMILY
13990071,ASLT BI FAM/HSE MEM 2 W/IN 12M
13990071,ASLT FAM/HSE MEM 2 WI 12M
13990071,CONT VIOL AGAINST FAMILY MEMBER
13990071,ASLT BI FAM HSE MEM W/I 12MONTHS
13990071,CONT VIOL AGAINST FAM
13990071,CONT VIOL AGAINST FAM
13990071,CONT VIOL AGAINST FAM ENH
13990071,CONT VIOL AGAINST FAM
13990071,ASLT BI FAM/HSE MEM 2+ WI 12M
13990071,CONTINUOUS VIOL AGA FAMILY
13990071,CONTINUOUS VIOL AGAINST FA
13990071,CONT VIOL AGAINST FAMILY
13990071,CONTINUOUS FAM VIOLENCE
13990071,ASLT FV CONTIN
13990071,CONTINUOUS VIOL AGAINST FAM
13990071,ASSLT-DV 2 W/I 12M
13990071,CONTINUOUS VIOL AGAINST FAM
13990071,CONT VIOL AGAINST FAM ASLT W/12M
13990071,CONTINUOUS VIOL AGAINST FAM 12M
13990071,CONT VIOL AGAINST FAMILY
13990071,ASLT BI FAM/HOU MEM 2+ W/IN 12M
13990071,CONTINUOUS VIOL AGAINST FAMILY
13990071,CONT VIOL AGAINST FAM
13990071,CONT VIOL AGAINST FAMILY
13990071,CONT VIOL AGNST FAMILY
13990071,ASLT BI FAM/HSE MEM 2+/WI 12MTHS
13990071,CONTINUOUS VIOL AGAINST FAMILY
13990071,CONT VIOL AGAINST FA
13990071,CONT VIOL AGAINST FAM
13990071,CONT VIOL AGAINST FAMILY
13990071,ASLT BI FAM/HM 2+ W/I 12 MON
13990071,CONT VIOL AGAINST FAM
13990071,CONT VIOL AGAINST FAMILY
13990071,CONT VIOL AGAINST FAMILY
13990071,CONT. VIOL AGAINST FAM
13990071,CONT VIOL AGAINST FAMILY
13990071,ASLT BI FAM/HSE MEM 2+ W/I 12M
13990071,ASLT FAM HSEHLD MEM 2+WI 12MTH
13990071,CONTINUOUS VIOLENCE AGAINST FAM
13990071,CONT VIOL AGAINST FAMILY
13990071,CONTINUOUS VIOL AGAINST FAM
13990071,CONT VIOL AGAINST FAM
13990071,ASLT BI FAM HSE MEM W/I 12MONTHS
13990071,CONT VIOL AGAINST FA
13990071,ASLT BI FAM HSE MEM 2+WI 12MTH
13990071,CONT VIOL AGAINST FA
13990071,CONT VIOL AGAINST FAMILY
13990071,ASLT BI FAM HSE MEM 2/M IN 12M
13990071,ASLT BI FAM HSE MEM 2+ W/I 12MTH
13990071,ASLT BI FAM HSE MEM W/I 12MONTHS
13990071,ASLT BI FAM/HSE MEM 2 W/I 12MO
13990071,ASLT BY FAM/HSE MEM 2+ W/I 12MTH
13990071,CONTINUOUS VIOL AGAINST FAM
13990071,ASLT BI FAM MEM 2 W/I 12 MTH
13990071,CONTINUOUS VIOL AGAINST FAM
13990071,CONTINUOUS VIOLENCE/FAMILY
13990071,ASLT BI FAM/HSE MEM W/I 12MONTHS
13990071,CONT VIOL AGAINST FAM
13990071,ASLT BI FAM HSE MEM 2+W/I 12MTHS
13990071,CONT VIOL AGAINST FAM
13990071,CONT VIOL AGAINST FAMILY
13990071,CONTINUOUS VIOL AGAINST FAMILY
13990071,ASLT BI FAM/HSE MEM 2+ 12MONTH
13990071,CONT VIOL AGAINST FA
13990071,CONTINUOUS VIOL AGA FAMILY
13990071,CONTINUOUS FV
13990071,CONTINUOUS VIOL AGAINST FAM.
13990071,CONTINUOUS VIOL AGAINST FA
13990071,CONT VIOL AGAINST THE FAMILY
13990071,ASLT FAM VIOL 2/M W/IN 12MOS
13990071,CONTINUOUS VIOL AGAINST FAM
13990071,CONT VIOL AGAINST FAM
13990071,CONTINUANCE VIOL AGAINST FAM
13990071,CONT VIOL AGAINST FAM
13990071,ASLT BI FAM HSE MEM W/I 12MNTHS
13990071,ASLT BI FAM/HSE MEM 2+ W/IN 12M
13990071,CONTINUOUS VIOL AGAINST FA
13990071,ASLT BI FAM/HSE MEM 2+/12 MONTHS
13990071,CONT VIOL AGAINST FAMILY
13990071,CONTINUOUS VIOLENCE-FAMILY
13990071,CONT VIOL AGAINST FAMILY
13990071,CONT VIOL AGAINST FAM
13990071,CONTINUOUS VIOL AGAINST FAMILY
13990071,ASLT BI FAM HOUSE MEM W/I 12MNTH
13990071,CONT VIOL AGAINST FAMILY
13990071,CONT VIOL AGAINST FAMILY REPEAT
13990071,CONTINUOUS VIOL AGAINST FAMILY
13990071,CONT VIOL AGAINST FAM
13990071,ASLT BI FAM/HSE MEM 2+ W/IN 12M
13990071,ASLT CONTINUOUS VIOL
13990071,ASLT FAM VIOL CONTINUOUS
13990071,CONT VIOL AGAINST FAM
13990071,ASLT BI FAM/HOUSE MEM
13990071,CONT VIOL AGAINST FAM
13990071,ASLT BI FAM HSE MEM 2+ W/I 12MO
13990071,CONT FAM VIOL
13990071,CONT VIOL AGAINST FAM-ENH
13990071,CONTINUOUS FAMILY VIOLENCE
13990071,CONT VIOL AGAINST FM
13990071,CONT VIOL FAMILY/HSE MEM
13990071,CONT VIOL AGAINST FAMILY
13990071,CONTINUOUS VIOL AGAINST FA
13990071,CONTINUOUS VIOL AGAINST FAM
13990071,CONTINIUOS VIOL AGAINST FAMILY
13990071,CONT VIOL AGAINST FAM
13990071,ASLT BI FAM/HSE MEM 2+ W/IN 12M
13990071,ASSAULT BI FAM/HOUSE MEM 2+ W/IN
13990071,CONT VIOL AGAINST FAMILY
13990071,ASLT BI FAM HSE MEM 2/M IN 12M
13990071,CONT VIOL AGAINST FA
13990071,ASLT FAMILY VIOL HABITUAL OFF
13990071,CONT VIOL AGAINST FAM
13990071,ASLT BI FAM MEM
13990071,ASLT BI FAM/HSE MEM 2+ 12M
13990071,CONTINUOUS FAM VIOL
13990071,ASLT FAM VIOL W/PRIOR CONV
13990071,ASLT BI FM/HM 2+ W/IN 12MTHS
13990071,CONT VIOL FAMILY/HAB
13990071,CONTINUE VIOL AGAINST FAM
13990071,ASLT BI FAM/HSE MEM 2 WI 12 MTHS
13990071,ASLT FAM VIOL PRIOR CONV ENH
13990071,CONT VIOL AGAINST FAMILY
13990071,CONT VIOL AGAINST FAMILY
13990071,ASLT BI FAM/HS MEM
13990071,CONTINUOUS VIOL AGAINST FAM
13990071,CONT FAM VIOL
13990073,ASLT INT/RCK/IMP/BRTH/CIRC/PRECO
13990073,ASLT INT/RCK BRTH/CIRC FM PREV
13990073,ASLT/INT/RCK/IMP/BRTH/CIRC/PREV
13990073,ASLT CAUSE SBI
13990073,ASLT FAM MEM IMP BRTH CIRC
13990073,ASLT FAM VIOL BY OCCLUSION W/PR
13990073,ASLT INT/RCK/IMP/BRTH/CIRC/PRE
13990073,ASLT/FAMILY-CHOKING/STRANGU
13990073,ASLT-FAM MEM IMP BRTH/CIRC/PREV
13990073,ASLT FAM VIOL IMP BRTH/CIRC ENH
13990073,ASLT INT RCK BRTH CIRC FM MEM
13990073,ASLT FAM HSE MEM IMP BRTH CIRC
13990073,ASLT INT/RECK/IMP/BRTH/CIRC
13990073,ASSLT INT/RCK BRTH/CIRC FAM MEM
13990073,ASLT FV OCCLUSION
13990073,ASLT INT/RCK/IMP/BRTH/CIRC PRECO
13990073,ASSLT INT/RCK BRTH/CIRC FAM MEM
13990073,ASLT INT/RCK/IMP/BRTH/CIRC/PREV
13990073,ASLT FAM VIOL IMP BRTH/CIRC ENH
13990073,ASLT INT/RCK/IMP/BRTH/CIRC PREV
13990073,ASLT DV STRANGLE W/PRIOR
13990073,ASLT/FAMILY/CHOKING/STRANG
13990073,ASLT FV
13990073,ASLT INT/RECK BRTH/CIRC FM MEM
13990073,ASLT INT/REC BRT/CRC FAM MEM PRE
13990073,ASLT FAM MEM IMP BRTH/CIRC PRIOR
13990073,ASLT I/RECK BRTH/CIRC FM MEM PR
13990073,AGG ASLT FM
13990073,ASLT/OCCLUSION
13990073,ASSAULT
13990073,ASLT INT/RCK/IMP/BRTH/CIRC/PR
13990073,ASLT FAM VIOL W/PREV CONV
13990073,ASLT FAM VIOL IMPDE BRTH/CIRC
13990073,ASLT FAM VIOL-OCCLUSION-PRIOR
13990073,ASLT IMP BRTH/CIRC FAM MEM W/PRE
13990073,ASLT INT RECK BRTH CIRC FM PR CO
13990073,ASSLT INT/RECK BRTH/CIRC-FAM MEM
13990073,ASLT FAM MEM IMP BRTH/CIRC PRE
13990073,ASLT INT/RCK/IMP/BRTH/CIRC PREV
13990073,ASLT FAM VIOL OCCLUSION PRIOR
13990073,ASLT FAM MEM IMP BRTH CIRC
13990073,ASLT FAM VIOL W/PRIOR CONV
13990073,ASLT FV-OCCLUSION
13990073,ASLT BREATH/CIRC FAM MEM PREV
13990073,ASSLT FAM VIOL
13990073,ASLT/FAM VIOL-OCCLUSION W/PRIOR
13990073,ASLT INT/BREATH/CIRC-FAM VIOL
13990073,ASLT INT/RCK/IMP/BRTH/CIRC/PR
13990073,ASLT INT/RCK/IMP/BRTH/CIRC/PR
13990073,ASLT FAMILY CHOKING
13990073,ASLT INT/RCK BRTH/CIRC FAM PRE
13990073,ASLT FAMILY/HSEHOLD MEMBER
13990073,ASLT STRANGULATION ENH
13990073,ASLT FAM VIOL-IMP BRTH/CIRC
13990073,ASLT FAM MEM PREV CON
13990073,ASLT FAM VIOL IMP BRTH/CIRC
13990073,ASLT FAM VIOL IMP BRTH/CIRC ENH
13990073,ASLT FAM VIOL PRIOR CONV
13990073,ASLT FAM VIOL IMP BRTH/CIRC
13990073,ASLT BI IMP BRTH
13990073,ASLT AGAINST FAM MEM PRIOR
13990073,ASLT INT/RECK BRTH/CIRC FAM PREV
13990073,ASLT IMPEDE BRTH CIRC FAM MEM
13990073,ASSAULT/STRANGULATION
13990073,ASLT FAM MEM IMPED BRTH/CIRC
13990073,ASLT FAM/HM IMP BRTH PREV CONV
13990073,ASLT FAM VIOL IMP BRTH/CIRC ENH
13990073,ASLT FAM VIOL/IMP BRTH/CIRC
13990073,ASLT INT/RECK BRTH/CIRC FAM MEM
13990073,ASLT FAM VIOL BRTH/CIRC ENH
13990073,ASLT/INT/RCK/IMP BRTH/CIRC/PRESS
13990073,ASLT BI FAM VIOL STRANG/ENH
13990073,ASLT FV
13990073,ASLT FAM MEM IMP BRTH CIRC
13990073,ASLT FAM VIOL IMP BRTH CIRC
13990073,ASLT CAUSES BI DATING VIOL IMP
13990073,ASLT INT/RECK BRTH/CIRC FAM MEM
13990073,ASLT INT/REC/IMP/BRTH/CIRC P/CON
13990073,ASLT FAM VIOL IMP BRTH/CIRC PRI
13990073,ASLT FAM MEM IMP BRTH/CIRC/PREV
13990073,ASLT FAM VIOL IMP BRTH/CIRC
13990073,ASLT FM IMP BRTH/CIRC/PREV CONV
13990073,ASLT FAM VIOL STRANGU W/PRIOR CO
13990073,ASLT FAM VIOL STRANGLE
13990073,ASLT FAMILY VIOL
13990073,ASLT FAM VIOL IMPED BRTH CIRC
13990073,ASLT RECK BRTH/CIR FM PREV CON
13990073,ASLT FAM 2ND OFFENSE
13990073,ASLT INT/RECK BRTH/CIRC FAM MEM
13990073,ASLT BY OCCLUSION
13990073,ASLT FAM VIOL IMP BRTH/CIRC PRIO
13990073,ASSLT FAM VIOL
13990073,ASLT RECK BRTH/CIRC FAM MEM PREV
13990073,ASSLT-INT/RCK BRTH/CIRC-FAM MEM
13990073,ASLT FAM MEM IMP BRTH CIRC
13990073,ASSAULT INT/RECK BREATH/CIRC FAM
13990073,ASLT INT/RCK BRTH/CIRC FAM MEM
13990073,ASLT FAM VIOL IMP BRTH CIRC
13990073,ASLT FAM
13990073,ASLT FV BY OCCLUSSION W/PRIOR
13990073,ASLT INT/RCK BRTH FAM MEM PREV C
13990073,ASLT FAM MEM IMPED BRTH/CIRC W/P
13990073,ASLT FAM VIOL IMP BRTH/CIRC
13990073,ASLT FAM VIOL
13990073,ASLT/FAMILY VIOLENCE-STRANGU
13990073,ASLT-FAM VIOL/OCCLUSION W/PRIOR
13990073,ASLT FAM VIOL IMP BRTH/CIRC
13990073,ASLT BI FAMILY VIOLENCE
13990073,ASLT INT/RCK BRTH/CIRC FAM PREV
13990073,ASLT IMP BRTH CIRC FAM MEM
13990073,ASLT FAM MEM IMP BRTH/CIRC/PREV
13990073,ASLT FAM CHOKING/STRANG
13990073,ASLT BI FAM VIOL STRANGULATION
13990073,ASLT INT RECK IMP BRTH CIRC
13990073,ASLT DV STRANGLE W/PRIOR
13990073,ASLT FAM VIOL/OCCLUSION W/PRIOR
13990073,ASLT FAM MEM IMP BRTH CIRC
13990073,ASLT FAM MEM IMP BRTH CIRC
13990073,ASLT INT/RCK IMP BRTH/CIRC/PR
13990073,ASLT INT RCK IMP BRTH CIRC
13990073,ASLT INT/RCK BRTH/CIRC FAM MEM
13990073,ASLT FAMILY REPEAT
13990073,ASLT FAMILY REPEAT
13990073,ASLT FAM VIOL IMP BRTH/CIRC ENH
13990073,ASLT-FAM MEM IMP BRTH/CIRC/PREV
13990073,ASLT FV W/PR CONV/IMP BRTH/CIRC
13990073,ASLT FAM VIOL STRANG PRIOR
13990073,ASLT-FV
13990073,ASLT FAMILY CHOKING/STRANG
13990073,ASLT FAM VIOL OCCLU W/PREV CONV
13990073,ASLT FAM VIOL/OCCLUSION W/PRIOR
13990073,ASLT INT/RECK BRTH/CIRC FAM PRE
13990073,ASLT FAM CHOKING
13990073,ASLT FAM VIOL
13990073,ASLT INT/RCK/IMP/BRTH/CIRC/PR
13990073,ASLT INT/RCK BRTH/CIRC FAM MEM
13990073,ASLT FAM VIOL ENH
13990073,ASSLT/FM/DATING RELATIONSHIP
13990073,ASLT INT/RECK BRTH/CIRC FM/PREV
13990073,ASLT-STRANGUL-FV
13990073,ASLT INT/RCK/IMP/BRTH/CIRC/PR
13990073,ASLT FAM VIOL-IMP/BRTH/CIRC-ENH
13990073,ASLT FAM/HOU MEM IMP BREATH
13990073,ASLT INT/RCK BR/CIR FAM PREV CON
13990073,ASLT INT RCK IMP BRTH CIRC
13990073,ASLT INT/RECK BRTH/CIRC FAM MEM
13990073,ASLT FAM VIOL OCCLUSION
13990073,ASLT INT/RCK BRTH/CIRC FM PR CON
13990073,ASLT FAM MEM IMP BRTH CIRC PREV
13990073,ASSLT FAM VIOL
13990073,ASLT-FAM 2ND OFFENSE
13990073,ASLT FAM VIOL-OCCLUSION-ENH
13990073,ASLT INT/RECK BRTH/CIRC FAM MEM
13990073,ASLT FAM MEM IMP BRTH CIRC
13990073,ASLT FAMILY VIOLENCE-OCCLUSION
13990073,ASLT W/PREV CONV
13990073,ASLT FAMILY CHOKING STRANG
13990073,ASLT INT RCK IMP BRTH CIRC
13990073,ASLT FAM VIOL IMP BRTH CIRC
13990073,ASLT FAM VIOL IMP/BRTH/CIR W/PR
13990073,ASLT INT/RCK BRTH/CIRC FAM PREV
13990073,ASLT INT/RECK/IMP/BRTH/CIRC/PRES
13990073,ASLT BRTH/CIRC FAM MEM PREV CON
13990073,ASLT FAM MEM IMP BRTH/CIRC PREV
13990073,ASLT FAM VIOL IMP BRTH/CIRC
13990073,ASLT FAM MEM IMP BRTH CIRC PREV
13990073,ASLT INT/RCK/IMP BRTH/CIRC/PRES
13990073,ASLT INT/RECK/BRTH/CIRC FAM MEM
13990073,ASLT INT/RCK/IMP/BRTH/CIRC/PRE
13990073,ASLT INT/RCK/IMP/BRTH/CIRC/PR
13990073,ASLT FAMILY CHOKING/STRANG
13990073,ASLT FAM VIOL BY OCCLUSION
13990073,ASLT/FAM MEM-IMP BRTH/CIRC
13990073,ASSLT INT/RCK BRTH/CIRC-FAM MEM
13990073,ASLT FAM VIOL IMP BRTH/BLOOD
13990073,ASLT/FAMILY-CHOKING/STRANGU
13990073,ASLT FAMILY
13990073,ASLT INT/RCK BRTH/CIRC FAM PREV
13990073,ASLT INT/RCK/IMP/BRTH/CIRC/PCONV
13990074,ASLT FV
13990083,ASLT FAM/HSEHLD MEM W/PREV CONV
13990083,ASLT INT/RCK BRT/CIR FAM MEM PRV
13990083,ASLT FAM VIOL IMP BREATH/CIR
13990083,ASLT FAM/HSEHLD MEM W/PREV CONV
13990083,ASLT INT/RECK BRTH/CIRC FAM MEM
13990083,ASLT INT/RCK BRTH/CIRC FAM MEM
13990083,ASLT BI FAMILY VIOLENCE
13990083,ASLT RECK BRTH/CIRC FAM MEM PREV
13990083,ASLT INT/RECK BRTH/CIRC FAM MEM
13990083,ASLT I/RCK BRTH CIRC FAM MEM PRE
13990083,ASLT INT/RCK BRTH CIRC FM PREV I
13990083,ASLT FAM/HSE MEM IMP BRTH/CIRC
13990083,ASLT INT/RCK/IMP/BRTH/CIR PRE CO
13990083,ASLT INT/RCK/IMP BRTH/CIRC PREV
13990083,ASLT FAM/HSEHLD MEMBER
13990083,ASLT INT/RECK/IMP/BRTH PREV CONV
13990083,ASLT INT RCK BRTH CIRC PREV
13990083,ASLT FAM HSE MEM IMP BRTH CIRC P
13990083,ASLT INT/RCK BRTH/CIRC FAM PREV
13990083,ASLT INT RCK BRTH CIRC FM MEM PR
13990083,ASLT INT/RECK BREATH FAM MEM
13990083,ASLT FAM VIOL IMP BRTH W/PREV
13990083,ASLT CAUSING BI FAM MEM/IMP BRTH
13990083,ASLT INT/RCK BRTH CIRC FM MEM PR
